21,21/11/2016,22,2017-04-03T16:28:52.000Z,2017-04-03T16:40:47.000Z,Province1,District1,Ward2,Village2,14,no,no,20,yes,yes,yes,yes,4,grass,muddaub,,earth,no,1,1,no,1,no,,,,,,,,,1,,,,,no,yes,,yes,no,1,2,4,,9,722,-19.11212691,33.48350764,uuid:a51c3006-8847-46ff-9d4e-d29919b8ecf9
26,21/11/2016,27,2017-04-05T04:59:42.000Z,2017-04-05T05:14:45.000Z,Province1,District1,Ward2,Village1,36,no,no,36,no,no,no,no,7,grass,burntbricks,,earth,no,3,2,yes,2,no,,,,,,,,,2,,,,,no,no,,yes,no,3,3,7,,14,679,-19.0430007,33.40508367,uuid:3197cded-1fdc-4c0c-9b10-cfcc0bf49c4d
27,21/11/2016,28,2017-04-05T05:14:49.000Z,2017-04-05T05:36:18.000Z,Province1,District1,Ward2,Village1,2,no,no,2,no,no,no,no,2,grass,muddaub,,earth,no,1,1,yes,3,yes,yes,2,yes,no,no,,no,more_once,,3,no,,more_half,no,yes,,yes,no,1,3,2,,7,721,-19.04290893,33.40506932,uuid:1de53318-a8cf-4736-99b1-8239f8822473
29,21/11/2016,30,2017-04-05T06:05:58.000Z,2017-04-05T06:20:39.000Z,Province1,District1,Ward2,Village1,22,yes,yes,22,no,no,no,no,7,grass,muddaub,,earth,no,1,2,no,1,no,,,,,,,,,1,,,,,no,yes,,no,no,1,2,7,,5,669,-19.04300478,33.40505449,uuid:59341ead-92be-45a9-8545-6edf9f94fdc6
30,21/11/2016,31,2017-04-05T06:21:20.000Z,2017-04-05T06:38:26.000Z,Province1,District1,Ward2,Village1,15,yes,no,2,yes,yes,yes,yes,3,grass,muddaub,,earth,no,7,1,no,1,no,,,,,,,,,1,,,,,no,no,,no,no,1,3,3,,4,704,-19.04302176,33.40509382,uuid:cb06eb49-dd39-4150-8bbe-a599e074afe8
32,21/11/2016,33,2017-04-05T08:08:19.000Z,2017-04-05T08:25:48.000Z,Province1,District1,Ward2,Village1,20,yes,no,34,yes,yes,yes,yes,8,grass,muddaub,,cement,no,2,1,no,2,yes,yes,20,yes,no,no,,no,more_once,,2,no,,more_half,no,no,,yes,no,2,2,8,,5,695,-19.04414887,33.40383602,uuid:0fbd2df1-2640-4550-9fbd-7317feaa4758
34,17/11/2016,35,2017-04-05T16:22:13.000Z,2017-04-05T16:50:25.000Z,Province1,District1,Ward2,Village3,45,yes,no,45,no,no,no,no,5,grass,muddaub,,earth,no,3,1,no,2,yes,yes,20,yes,no,yes,no,no,more_once,,2,no,,more_half,no,yes,,yes,no,2,3,5,,11,733,-19.11211362,33.48342515,uuid:ff7496e7-984a-47d3-a8a1-13618b5683ce
37,17/11/2016,38,2017-04-05T17:28:12.000Z,2017-04-05T17:50:57.000Z,Province1,District1,Ward2,Village2,19,yes,yes,19,no,no,no,no,10,grass,muddaub,,earth,no,3,1,no,2,yes,yes,9,yes,no,yes,no,no,never,,2,no,,more_half,no,yes,,yes,yes,3,3,10,,9,696,-19.11222939,33.48337467,uuid:81309594-ff58-4dc1-83a7-72af5952ee08
39,17/11/2016,40,2017-04-06T08:44:51.000Z,2017-04-06T09:03:47.000Z,Province1,District1,Ward2,Village2,23,yes,yes,23,no,yes,yes,yes,9,grass,burntbricks,,earth,no,1,1,no,2,yes,yes,23,yes,no,yes,no,no,never,,2,no,,more_half,no,no,,yes,no,1,3,9,,22.112,0,-19.0433618,33.4046671,uuid:c0b34854-eede-4e81-b183-ef58a45bfc34
40,17/11/2016,41,2017-04-06T09:03:50.000Z,2017-04-06T09:14:05.000Z,Province1,District1,Ward2,Village2,22,yes,no,22,yes,yes,yes,yes,7,grass,muddaub,,earth,no,1,1,no,1,no,,,,,,,,,1,,,,,no,no,,no,no,2,3,7,,13,679,-19.04339398,33.40485363,uuid:b3ba34d8-eea1-453d-bc73-c141bcbbc5e5
41,17/11/2016,42,2017-04-06T09:14:22.000Z,2017-04-06T09:30:54.000Z,Province1,District1,Ward2,Village2,8,yes,no,8,no,no,no,no,8,grass,sunbricks,,earth,yes,1,1,no,2,yes,yes,5,yes,no,no,,no,never,,2,no,,less_half,no,no,,yes,no,3,3,8,,10,699,-19.04346041,33.40484617,uuid:e3a1dd8a-1bda-428c-a014-2b527f11ae64
42,17/11/2016,43,2017-04-06T09:31:56.000Z,2017-04-06T09:53:53.000Z,Province1,District1,Ward2,Village3,3,no,no,29,no,no,no,no,7,grass,muddaub,,earth,no,2,1,no,4,yes,no,3,yes,no,no,,no,never,,4,no,,abt_half,yes,no,,no,no,2,2,7,,30,605,-19.04303063,33.40472726,uuid:b4dff49f-ef27-40e5-a9d1-acf287b47358
43,17/11/2016,44,2017-04-06T14:44:32.000Z,2017-04-06T14:53:01.000Z,Province1,District1,Ward2,Village3,3,no,no,6,no,no,no,no,2,grass,muddaub,,earth,no,2,1,no,1,no,,,,,,,,,1,,,,,yes,no,,yes,no,3,2,2,,11,716,-19.04315107,33.40458039,uuid:f9fadf44-d040-4fca-86c1-2835f79c4952
44,17/11/2016,45,2017-04-06T14:53:04.000Z,2017-04-06T15:11:57.000Z,Province1,District1,Ward2,Village3,25,yes,no,7,no,no,no,no,9,grass,muddaub,,earth,no,2,1,no,3,yes,yes,20,yes,no,no,,no,never,,3,yes,,more_half,yes,no,,no,no,4,3,9,,28,703,-19.04312371,33.40466493,uuid:e3554d22-35b1-4fb9-b386-dd5866ad5792
46,17/11/2016,47,2017-04-07T14:05:25.000Z,2017-04-07T14:19:45.000Z,Province1,District1,Ward2,Village3,2,yes,no,2,yes,yes,yes,yes,2,grass,muddaub,,earth,no,1,1,yes,2,yes,yes,2,yes,no,yes,no,no,once,,2,no,,more_half,no,no,,no,no,1,3,2,,5,689,-19.11226093,33.48339791,uuid:2d0b1936-4f82-4ec3-a3b5-7c3c8cd6cc2b
47,16/11/2016,48,2017-04-07T14:19:49.000Z,2017-04-07T14:40:23.000Z,Province1,District1,Ward2,Village3,48,yes,no,58,yes,no,yes,no,7,grass,muddaub,,earth,no,1,1,no,1,no,,,,,,,,,1,,,,,no,no,,yes,no,3,3,7,,12,689,-19.11222978,33.48353345,uuid:e180899c-7614-49eb-a97c-40ed013a38a2
49,16/11/2016,50,2017-04-07T14:56:01.000Z,2017-04-07T15:26:23.000Z,Province1,District1,Ward2,Village3,6,yes,no,7,no,no,no,no,6,grass,muddaub,,earth,no,1,1,no,1,yes,yes,1,no,no,yes,no,no,never,,1,no,,abt_half,yes,no,,yes,no,1,2,6,,12,718,-19.11220496,33.48344521,uuid:4267c33c-53a7-46d9-8bd6-b96f58a4f92c
50,16/11/2016,51,2017-04-07T15:27:45.000Z,2017-04-07T15:39:10.000Z,Province1,District1,Ward2,Village3,11,yes,no,30,yes,no,yes,no,5,grass,muddaub,,cement,no,1,1,no,1,no,,,,,,,,,1,,,,,no,yes,,no,no,1,3,5,,12,709,-19.11221446,33.48338443,uuid:18ac8e77-bdaf-47ab-85a2-e4c947c9d3ce
53,16/11/2016,54,2017-04-08T05:36:55.000Z,2017-04-08T05:52:15.000Z,Province1,District1,Ward2,Village3,10,no,yes,15,yes,no,yes,no,7,grass,muddaub,,earth,no,3,1,no,1,yes,yes,10,yes,no,no,,no,never,,1,no,,more_half,no,no,,yes,no,1,2,7,,9,681,-19.11220247,33.48335527,uuid:273ab27f-9be3-4f3b-83c9-d3e1592de919
54,16/11/2016,55,2017-04-08T05:52:32.000Z,2017-04-08T06:05:41.000Z,Province1,District1,Ward2,Village3,23,yes,no,23,yes,no,yes,no,9,grass,muddaub,,earth,no,2,2,no,1,no,,,,,,,,,1,,,,,no,no,,yes,no,1,2,9,,11,702,-19.11228974,33.48333393,uuid:883c0433-9891-4121-bc63-744f082c1fa0
56,16/11/2016,57,2017-04-08T06:26:22.000Z,2017-04-08T06:39:40.000Z,Province1,District1,Ward2,Village3,20,yes,no,27,yes,yes,yes,yes,4,grass,burntbricks,,earth,no,4,1,no,2,yes,no,20,yes,no,no,,no,never,,2,no,,less_half,no,no,,no,no,1,2,4,,10,695,-19.11227947,33.48338576,uuid:a7184e55-0615-492d-9835-8f44f3b03a71
58,16/11/2016,59,2017-04-08T08:52:05.000Z,2017-04-08T09:02:34.000Z,Province1,District1,Ward2,Village3,60,no,no,60,yes,yes,yes,yes,2,grass,muddaub,,earth,no,1,3,yes,2,no,,,,,,,,,2,,,,,no,no,,no,no,3,2,2,,13,683,-19.1123395,33.48333251,uuid:1936db62-5732-45dc-98ff-9b3ac7a22518
59,16/11/2016,60,2017-04-08T09:03:01.000Z,2017-04-08T09:20:18.000Z,Province1,District2,Ward2,Village3,12,yes,no,15,yes,yes,yes,yes,8,grass,burntbricks,,earth,no,3,2,no,3,yes,yes,12,yes,no,no,,no,never,,3,no,,more_half,yes,yes,,yes,no,4,2,8,,11,694,-19.11225763,33.48341208,uuid:85465caf-23e4-4283-bb72-a0ef30e30176
60,16/11/2016,61,2017-04-08T10:47:11.000Z,2017-04-08T11:14:09.000Z,Province1,District1,Ward2,Village3,14,yes,no,14,no,yes,yes,yes,10,grass,muddaub,,earth,no,4,1,no,2,yes,yes,13,yes,no,yes,yes,no,more_once,,2,no,,more_half,yes,no,,yes,no,3,3,10,,13,712,-19.11218035,33.48341635,uuid:2401cf50-8859-44d9-bd14-1bf9128766f2
61,16/11/2016,62,2017-04-08T13:27:58.000Z,2017-04-08T13:41:21.000Z,Province1,District1,Ward2,Village3,5,no,no,5,yes,no,no,no,5,grass,muddaub,,earth,no,3,1,no,2,no,,,,,,,,,2,,,,,no,yes,,no,no,1,3,5,,18,719,-19.11216869,33.48339699,uuid:c6597ecc-cc2a-4c35-a6dc-e62c71b345d6
62,16/11/2016,63,2017-04-08T13:41:39.000Z,2017-04-08T13:52:07.000Z,Province1,District1,Ward2,Village3,1,yes,no,10,yes,yes,no,yes,4,grass,muddaub,,earth,no,1,1,yes,1,no,,,,,,,,,1,,,,,no,yes,,no,no,1,3,4,,25,702,-19.11220024,33.4833903,uuid:86ed4328-7688-462f-aac7-d6518414526a
63,16/11/2016,64,2017-04-08T13:52:30.000Z,2017-04-08T14:02:24.000Z,Province1,District1,Ward2,Village3,1,no,no,1,no,no,no,no,6,grass,muddaub,,earth,no,2,1,no,2,no,,,,,,,,,2,,,,,no,no,,yes,no,1,3,6,,9,704,-19.1121962,33.48339576,uuid:28cfd718-bf62-4d90-8100-55fafbe45d06
68,16/11/2016,69,2017-04-09T22:08:07.000Z,2017-04-09T22:21:08.000Z,Province1,District1,Ward2,Village3,12,yes,no,12,no,no,no,no,4,grass,muddaub,,earth,no,2,1,no,1,yes,yes,12,yes,no,no,,no,more_once,,1,no,,more_half,no,no,,yes,no,1,3,4,,8,708,-19.11216693,33.48340465,uuid:f86933a5-12b8-4427-b821-43c5b039401d
70,18/11/2016,71,2017-04-09T15:00:19.000Z,2017-04-09T15:19:22.000Z,Province1,District1,Ward2,Village1,12,yes,no,14,yes,yes,yes,yes,6,grass,burntbricks,,earth,no,1,1,no,2,yes,yes,1,yes,no,yes,no,no,more_once,,2,no,,more_half,no,yes,,no,no,3,2,6,,4,696,-19.11220603,33.48332601,uuid:761f9c49-ec93-4932-ba4c-cc7b78dfcef1
71,16/11/2016,127,2017-04-09T05:16:06.000Z,2017-04-09T05:27:41.000Z,Province1,District1,Ward2,Village3,10,yes,no,18,no,no,no,no,4,grass,burntbricks,,earth,no,3,8,no,1,no,,,,,,,,,1,,,,,no,no,,no,no,1,2,4,,8,676,-19.11221396,33.48341359,uuid:f6d04b41-b539-4e00-868a-0f62b427587d
73,24/11/2016,152,2017-04-09T05:47:31.000Z,2017-04-09T06:16:11.000Z,Province1,District1,Ward2,Village1,15,yes,no,16,yes,no,yes,no,10,grass,burntbricks,,cement,no,3,1,no,2,yes,yes,16,yes,no,yes,no,no,once,,2,no,,abt_half,no,no,,yes,yes,3,3,10,,11,702,-19.1121034,33.48344669,uuid:59738c17-1cda-49ee-a563-acd76f6bc487
74,24/11/2016,153,2017-04-09T06:16:49.000Z,2017-04-09T06:28:48.000Z,Province1,District1,Ward2,Village1,41,no,no,41,yes,yes,yes,yes,5,grass,burntbricks,,earth,no,1,1,no,1,no,,,,,,,,,1,,,,,no,yes,,yes,no,1,2,5,,12,691,-19.11223572,33.48345393,uuid:7e7961ca-fa1c-4567-9bfa-a02f876e4e03
75,24/11/2016,155,2017-04-09T06:35:16.000Z,2017-04-09T06:48:01.000Z,Province1,District1,Ward2,Village2,5,no,no,4,no,no,no,no,4,grass,burntbricks,,earth,no,2,1,no,2,no,,,,,,,,,2,,,,,yes,no,,yes,no,1,2,4,,13,713,-19.11220708,33.48342364,uuid:77b3021b-a9d6-4276-aaeb-5bfcfd413852
77,25/11/2016,177,2017-04-09T07:59:49.000Z,2017-04-09T08:22:34.000Z,Province1,District1,Ward2,Village2,11,yes,no,13,no,no,no,no,10,grass,sunbricks,,earth,no,2,1,no,2,yes,yes,11,no,no,no,,no,more_once,,2,no,,more_half,yes,no,,yes,no,2,3,10,,9,713,-19.1120537,33.48349493,uuid:87998c33-c8d2-49ec-9dae-c123735957ec
78,25/11/2016,180,2017-04-09T08:23:05.000Z,2017-04-09T08:42:02.000Z,Province1,District1,Ward2,Village1,4,no,no,50,yes,yes,yes,yes,7,grass,muddaub,,earth,no,1,1,yes,2,yes,yes,4,yes,no,no,,no,never,,2,no,,abt_half,no,yes,,yes,no,3,3,7,,4,701,-19.11204921,33.48346659,uuid:ece89122-ea99-4378-b67e-a170127ec4e6
81,28/11/2016,186,2017-04-09T15:20:26.000Z,2017-04-09T15:46:14.000Z,Province1,District1,Ward1,Village2,24,no,no,24,yes,no,yes,no,7,grass,muddaub,,earth,no,1,1,no,1,yes,yes,21,yes,no,no,,no,more_once,,1,no,,more_half,no,no,,no,no,2,3,7,,10,690,-19.11232028,33.48346266,uuid:268bfd97-991c-473f-bd51-bc80676c65c6
82,28/11/2016,187,2017-04-09T15:48:14.000Z,2017-04-09T16:12:46.000Z,Province1,District1,Ward2,Village2,1,yes,no,43,yes,no,no,yes,5,grass,muddaub,,earth,no,3,2,yes,2,yes,yes,24,yes,no,yes,no,no,more_once,,2,no,,more_half,no,no,,yes,no,4,3,5,,13,691,-19.1122345,33.48349248,uuid:0a42c9ee-a840-4dda-8123-15c1bede5dfc
83,28/11/2016,195,2017-04-09T16:13:19.000Z,2017-04-09T16:35:24.000Z,Province1,District1,Ward2,Village2,7,yes,no,48,yes,yes,no,no,5,grass,burntbricks,,earth,no,3,1,no,3,yes,yes,5,yes,no,no,,no,never,,3,no,,more_half,yes,no,,no,no,3,2,5,,9,706,-19.11220559,33.48342104,uuid:2c132929-9c8f-450a-81ff-367360ce2c19
86,28/11/2016,198,2017-04-09T19:15:21.000Z,2017-04-09T19:27:56.000Z,Province1,District1,Ward2,Village2,11,no,no,49,no,no,no,no,3,grass,burntbricks,,earth,no,1,1,no,2,yes,yes,11,yes,no,no,,no,never,,2,no,,less_half,yes,no,,yes,no,1,3,3,,7,716,-19.11212338,33.48338774,uuid:28c64954-739c-444c-a6e0-355878e471c8
87,21/11/2016,201,2017-04-09T19:31:47.000Z,2017-04-09T19:45:38.000Z,Province1,District1,Ward2,Village2,6,yes,no,6,yes,yes,yes,yes,4,grass,muddaub,,earth,no,1,2,no,2,no,,,,,,,,,2,,,,,no,yes,,yes,no,2,2,4,,10,685,-19.11217226,33.48338504,uuid:9e79a31c-3ea5-44f0-80f9-a32db49422e3
89,26/04/2017,72,2017-04-26T15:46:24.000Z,2017-04-26T16:13:33.000Z,Province1,District1,Ward2,Village1,24,yes,no,24,yes,yes,yes,yes,6,grass,muddaub,,earth,no,2,1,no,3,yes,yes,4,yes,no,yes,yes,no,more_once,,3,no,,more_half,no,yes,,yes,no,3,2,6,,5,716,-19.11221489,33.48347358,uuid:c4a2c982-244e-45a5-aa4b-71fa53f99e18
93,27/04/2017,85,2017-04-27T12:58:02.000Z,2017-04-27T13:23:06.000Z,Province1,District1,Ward2,Village1,12,yes,no,40,yes,yes,yes,yes,7,grass,sunbricks,,earth,no,3,1,no,3,yes,yes,12,yes,no,no,,no,never,,3,no,,abt_half,yes,yes,,yes,no,2,2,7,,10,697,-19.11235114,33.48358508,uuid:4d0f472b-f8ae-4026-87c9-6b5be14b0a70
95,27/04/2017,101,2017-04-27T16:42:02.000Z,2017-04-27T18:11:54.000Z,Province1,District1,Ward2,Village2,10,no,no,4,yes,yes,no,no,3,grass,muddaub,,earth,no,1,1,no,2,yes,yes,10,yes,no,no,,no,never,,2,no,,abt_half,no,yes,,no,yes,1,3,3,,11,702,-19.11223501,33.48341767,uuid:3c174acd-e431-4523-9ad6-eb14cddca805
100,28/04/2017,104,2017-04-28T14:25:13.000Z,2017-04-28T15:18:10.000Z,Province1,District1,Ward2,Village1,35,no,no,52,yes,no,yes,no,14,grass,sunbricks,,cement,no,4,1,yes,4,yes,yes,16,yes,no,yes,no,no,never,,4,no,,abt_half,no,no,,yes,no,4,3,14,,9,711,-19.11225606,33.4833734,uuid:bb2bb365-7d7d-4fe9-9353-b21269676119
103,03/05/2017,109,2017-05-03T13:14:43.000Z,2017-05-03T13:37:53.000Z,Province1,District1,Ward2,Village2,12,yes,no,12,yes,no,yes,no,4,grass,sunbricks,,earth,no,1,1,yes,3,no,,,,,,,,,3,,,,,no,no,,yes,no,3,3,4,,10,699,-19.11222402,33.48338036,uuid:602cd3f6-4a97-49c6-80e3-bcfd5c78dfa4
106,04/05/2017,118,2017-05-04T10:26:35.000Z,2017-05-04T10:46:35.000Z,Province1,District1,Ward2,Village1,6,no,no,25,yes,yes,yes,no,5,grass,muddaub,,earth,no,2,1,no,1,no,,,,,,,,,1,,,,,no,yes,,yes,no,1,3,5,,9,713,-19.11220573,33.48344178,uuid:77335b2e-8812-4a35-b1e5-ca9ab626dfea
108,04/05/2017,119,2017-05-04T11:16:57.000Z,2017-05-04T11:38:38.000Z,Province1,District1,Ward2,Village1a,14,no,yes,14,yes,no,no,no,3,grass,muddaub,,earth,no,4,1,no,2,yes,no,3,yes,no,no,,no,never,,2,no,,more_half,no,no,,no,no,4,3,3,,5,706,-19.11225658,33.48334839,uuid:fa201fce-4e94-44b8-b435-c558c2e1ed55
111,11/05/2017,116,2017-05-11T06:09:56.000Z,2017-05-11T06:22:19.000Z,Province1,District1,Ward2,Village1a,21,yes,no,25,no,no,no,no,5,grass,burntbricks,,cement,no,2,3,yes,1,no,,,,,,,,,1,,,,,no,yes,,yes,no,3,3,5,,20,0,-19.1114691,33.4761047,uuid:cfee6297-2c0e-4f8a-94cc-9aaee0bd64cb
112,11/05/2017,117,2017-05-11T06:28:02.000Z,2017-05-11T06:55:35.000Z,Province1,District1,Ward2,Village1a,1,no,no,28,yes,yes,yes,no,10,grass,muddaub,,cement,no,1,4,no,1,no,,,,,,,,,1,,,,,no,yes,,yes,no,1,3,10,,20,0,-19.1114691,33.4761047,uuid:3fe626b3-c794-48e1-a80f-5bfe440c507b
114,18/05/2017,143,2017-05-18T05:55:04.000Z,2017-05-18T06:37:10.000Z,Province1,District1,Ward2,Village1,24,yes,no,24,yes,no,no,no,10,grass,burntbricks,,earth,no,3,2,yes,3,yes,yes,12,yes,no,no,,no,frequently,,3,no,,more_half,yes,no,,yes,no,3,3,10,,1911,0,-19.1124845,33.4763322,uuid:9a096a12-b335-468c-b3cc-1191180d62de
115,18/05/2017,150,2017-05-18T10:37:37.000Z,2017-05-18T10:56:00.000Z,Province1,District1,Ward2,Village1,8,no,no,8,no,yes,no,yes,7,grass,muddaub,,earth,no,2,1,no,2,yes,yes,8,yes,no,no,,no,never,,2,no,,less_half,no,yes,,no,yes,1,3,7,,17,709,-19.11147739,33.47618369,uuid:92613d0d-e7b1-4d62-8ea4-451d7cd0a982
116,18/05/2017,159,2017-05-18T10:56:16.000Z,2017-05-18T11:07:35.000Z,Province1,District1,Ward2,Village2,17,yes,no,24,yes,no,yes,no,4,grass,sunbricks,,earth,no,2,1,no,2,yes,no,2,yes,no,no,,no,never,,2,no,,less_half,no,yes,,no,no,1,3,4,,28,712,-19.11149498,33.47617506,uuid:37577f91-d665-443e-8d70-b914954cef4b
118,03/06/2017,165,2017-06-03T05:32:33.000Z,2017-06-03T05:51:49.000Z,Province1,District1,Ward2,Village1,14,no,no,14,no,no,no,no,9,grass,burntbricks,,earth,no,1,1,yes,2,yes,yes,10,yes,no,no,,no,never,,2,no,,less_half,no,no,,yes,no,3,3,9,,9,708,-19.11217437,33.48346513,uuid:62f3f7af-f0f3-4f88-b9e0-acf8baa49ae4
119,03/06/2017,166,2017-06-03T05:53:28.000Z,2017-06-03T06:25:06.000Z,Province1,District1,Ward2,Village1,16,no,no,16,yes,yes,yes,yes,11,grass,muddaub,,earth,no,2,1,no,3,yes,yes,2,yes,no,no,,no,never,,3,no,,less_half,no,yes,,yes,no,1,2,11,,1799.999,0,-19.1138589,33.4826653,uuid:40aac732-94df-496c-97ba-5b67f59bcc7a
120,03/06/2017,167,2017-06-03T06:25:09.000Z,2017-06-03T06:45:06.000Z,Province1,District1,Ward2,Village1,16,no,no,24,yes,no,yes,no,8,grass,muddaub,,earth,no,5,1,no,2,yes,yes,16,yes,no,no,,no,never,,2,no,,less_half,no,yes,,yes,yes,3,2,8,,2000,0,-19.1149887,33.4882685,uuid:a9d1a013-043b-475d-a71b-77ed80abe970
121,03/06/2017,174,2017-06-03T06:50:47.000Z,2017-06-03T07:20:21.000Z,Province1,District1,Ward2,Village1,13,no,no,25,yes,yes,yes,yes,12,grass,burntbricks,,cement,no,2,2,yes,3,yes,yes,13,yes,yes,no,,no,never,,3,no,,more_half,yes,no,,yes,no,3,3,12,,3,703,-19.11216751,33.48340539,uuid:43ec6132-478c-4f87-878d-fb3c0c4d0c74
125,03/06/2017,192,2017-06-03T16:17:55.000Z,2017-06-03T17:16:39.000Z,Province1,District1,Ward2,Village3,15,yes,no,20,yes,yes,yes,yes,9,grass,burntbricks,,cement,yes,4,1,no,3,yes,yes,5,yes,no,no,,no,once,,3,no,,more_half,yes,yes,,yes,no,1,3,9,,4,705,-19.11215404,33.48335905,uuid:f94409a6-e461-4e4c-a6fb-0072d3d58b00
